Name,Goals,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Total passes,Accurate passes %,Accurate long balls %,Goals conceded inside the box,Aerial duels won %,Total duels won %,Fouls,Appearances,Age Range,Position,League,Level
Mamadou Fall,0.06,1.38,1.13,0.0,3.0,0.0,0.69,0.06,46.19,81.19,40.91,0.88,65.85,53.57,1.13,16,1,2,EEUU MLS,4
Rayan Raveloson,0.14,1.27,0.68,0.0,1.32,0.0,0.95,0.05,38.95,86.11,62.03,0.91,45.16,50.86,0.91,22,2,2,EEUU MLS,4
Aimé Mabika,0.0,1.19,0.94,0.06,3.5,0.0,0.31,0.06,26.5,87.03,52.17,1.06,61.54,61.19,0.5,16,2,2,EEUU MLS,4
Kamal Miller,0.07,0.93,1.07,0.03,2.0,0.0,0.41,0.14,58.59,84.81,53.53,1.17,61.97,59.63,0.62,29,2,2,EEUU MLS,4
Miguel Navarro,0.0,2.08,2.2,0.08,2.24,0.0,0.8,0.08,40.0,77.3,32.03,1.44,69.23,63.47,1.56,25,1,2,EEUU MLS,4
Keegan Rosenberry,0.06,1.06,1.24,0.09,2.15,0.0,0.56,0.09,38.85,81.98,57.64,1.44,54.0,53.61,0.56,34,2,2,EEUU MLS,4
Nouhou Tolo,0.03,1.77,1.43,0.07,2.67,0.03,0.3,0.13,38.77,85.73,45.87,1.17,52.0,59.39,0.8,30,2,2,EEUU MLS,4
Julian Araujo,0.03,2.09,1.31,0.06,2.26,0.03,0.6,0.17,45.97,85.27,46.08,1.17,50.82,49.64,1.2,35,1,2,EEUU MLS,4
Josh Williams,0.0,0.43,1.3,0.0,2.91,0.0,0.13,0.09,32.43,86.86,50.0,0.74,64.71,65.96,0.22,23,3,2,EEUU MLS,4
D.J. Taylor,0.04,1.59,1.67,0.04,2.48,0.0,0.56,0.11,35.22,76.97,35.37,1.11,32.61,51.28,0.78,27,2,2,EEUU MLS,4
Zac McGraw,0.05,0.73,1.32,0.0,3.55,0.0,0.27,0.0,20.0,81.14,51.72,0.59,71.93,65.26,0.5,22,2,2,EEUU MLS,4
Javain Brown,0.04,1.41,0.78,0.0,2.11,0.0,0.48,0.04,33.15,78.99,39.09,1.11,50.0,52.12,0.7,27,2,2,EEUU MLS,4
DeJuan Jones,0.03,1.26,1.03,0.0,1.87,0.0,0.55,0.16,50.61,85.79,51.89,1.23,34.55,45.9,0.65,31,2,2,EEUU MLS,4
Andrew Farrell,0.0,1.34,0.84,0.13,3.16,0.03,0.22,0.0,54.13,84.64,50.17,1.09,50.0,62.99,0.5,32,3,2,EEUU MLS,4
Jaylin Lindsey,0.0,0.96,1.0,0.0,1.15,0.0,0.23,0.15,33.81,86.01,59.7,0.96,48.39,51.24,0.81,26,1,2,EEUU MLS,4
José Antonio Martinez,0.0,0.85,1.15,0.03,4.42,0.0,0.48,0.0,63.88,85.34,42.45,0.76,58.33,55.84,0.61,33,2,2,EEUU MLS,4
George Campbell,0.0,1.05,1.0,0.0,3.2,0.0,0.5,0.1,48.15,85.98,50.0,0.85,52.46,48.28,0.95,20,1,2,EEUU MLS,4
Tom Edwards,0.0,0.95,1.45,0.0,1.95,0.0,0.4,0.05,35.15,63.02,33.18,0.85,68.0,57.58,1.0,20,1,2,EEUU MLS,4
Xavier Arreaga,0.04,1.0,1.67,0.04,2.85,0.0,0.48,0.0,45.26,88.54,56.14,0.85,50.0,53.44,0.67,27,2,2,EEUU MLS,4
Boris Sekulić,0.0,1.76,1.09,0.0,1.27,0.0,0.42,0.06,35.15,83.45,44.23,1.12,46.67,52.91,1.03,33,3,2,EEUU MLS,4
Miloš Degenek,0.0,1.11,1.29,0.07,3.57,0.0,0.18,0.0,44.93,84.42,47.31,0.89,54.55,58.08,0.93,28,2,2,EEUU MLS,4
Nicolas Isimat-Mirin,0.0,1.29,0.93,0.04,3.64,0.0,0.29,0.0,49.68,88.07,54.17,1.29,63.24,58.49,0.89,28,3,2,EEUU MLS,4
Sami Guediri,0.0,1.85,0.77,0.0,1.08,0.0,0.38,0.08,26.0,79.29,42.22,1.38,44.44,59.72,0.69,13,2,2,EEUU MLS,4
Sean Nealis,0.0,1.5,1.26,0.0,3.91,0.0,0.53,0.03,35.21,72.35,29.69,1.03,66.22,60.98,1.44,34,2,2,EEUU MLS,4
Alexander Ring,0.11,1.7,0.81,0.0,1.3,0.03,1.51,0.11,40.95,81.52,52.27,1.27,41.18,39.74,1.43,37,3,2,EEUU MLS,4
Marcos López,0.06,1.59,1.82,0.0,1.94,0.0,0.18,0.0,43.0,79.62,44.59,1.65,57.5,62.42,1.41,17,1,2,EEUU MLS,4
Steven Moreira,0.03,1.5,0.81,0.03,1.44,0.0,0.56,0.13,46.06,83.79,57.14,1.0,34.78,43.89,1.03,32,2,2,EEUU MLS,4
Michael Boxall,0.0,1.34,1.47,0.03,4.34,0.0,0.34,0.0,37.56,85.44,44.36,1.13,62.34,56.35,1.0,32,3,2,EEUU MLS,4
Aaron Long,0.13,0.73,0.9,0.0,2.57,0.0,0.33,0.07,34.77,76.22,33.1,0.83,65.88,61.29,0.83,30,3,2,EEUU MLS,4
Malte Amundsen,0.0,1.78,1.37,0.0,1.33,0.0,0.3,0.19,38.44,77.65,44.14,0.93,46.51,47.7,1.07,27,2,2,EEUU MLS,4
Franco Escobar,0.05,1.4,0.7,0.0,0.9,0.0,0.55,0.05,28.2,80.85,43.4,0.4,44.83,53.85,0.5,20,2,2,EEUU MLS,4
Donovan Pines,0.0,1.76,1.62,0.05,3.52,0.05,0.43,0.0,26.86,79.61,43.04,1.29,68.18,68.31,0.62,21,2,2,EEUU MLS,4
Marco Farfan,0.03,1.53,0.88,0.06,1.71,0.0,0.59,0.12,39.24,84.63,43.68,0.74,41.77,53.38,0.76,34,2,2,EEUU MLS,4
Danny Wilson,0.0,0.96,0.46,0.0,4.0,0.08,0.38,0.04,48.0,81.65,55.38,1.42,70.0,63.31,0.81,26,3,2,EEUU MLS,4
Brent Kallman,0.1,0.76,0.95,0.0,4.67,0.0,0.05,0.0,28.62,78.54,46.34,1.19,60.98,65.93,0.67,21,3,2,EEUU MLS,4
Nick Hagglund,0.03,1.18,1.26,0.03,4.0,0.0,0.41,0.06,34.91,75.82,39.13,1.09,72.5,63.53,1.0,34,3,2,EEUU MLS,4
Rudy Camacho,0.03,1.27,1.8,0.03,2.4,0.03,0.3,0.03,64.2,88.21,53.74,1.27,68.29,60.77,1.1,30,3,2,EEUU MLS,4
Bakaye Dibassy,0.04,1.08,1.42,0.0,3.77,0.0,0.31,0.0,36.23,81.74,44.93,1.15,39.74,47.62,1.04,26,3,2,EEUU MLS,4
Tayvon Gray,0.0,1.33,0.48,0.0,1.78,0.0,0.19,0.07,32.56,82.37,40.79,0.74,57.14,62.5,0.52,27,1,2,EEUU MLS,4
Sega Coulibaly,0.03,1.41,0.97,0.0,2.24,0.03,0.45,0.0,51.83,91.55,51.03,1.24,57.14,58.64,1.14,29,2,2,EEUU MLS,4
Tim Parker,0.0,0.89,0.71,0.04,4.0,0.0,0.18,0.07,45.89,88.56,46.72,1.32,66.67,62.0,0.61,28,2,2,EEUU MLS,4
Derrick Williams,0.0,0.54,0.79,0.11,3.39,0.0,0.46,0.07,51.0,87.75,52.73,1.14,64.52,55.3,0.82,28,2,2,EEUU MLS,4
Joel Waterman,0.09,0.94,1.28,0.06,2.53,0.09,0.47,0.09,64.78,88.42,56.44,1.25,62.07,54.95,1.0,32,2,2,EEUU MLS,4
Ruben Gabrielsen,0.06,0.39,1.0,0.0,2.64,0.03,0.22,0.03,55.67,88.62,59.26,1.28,57.26,55.08,0.42,36,3,2,EEUU MLS,4
Héctor Jimenez,0.0,0.71,0.93,0.0,0.64,0.0,0.5,0.21,29.64,85.3,56.67,0.57,36.36,48.15,0.71,14,3,2,EEUU MLS,4
Nick Lima,0.0,1.16,1.05,0.03,1.3,0.0,0.86,0.19,31.78,85.2,59.87,1.05,54.39,49.54,0.49,37,2,2,EEUU MLS,4
Adam Lundqvist,0.0,2.29,1.32,0.0,1.52,0.0,1.03,0.06,39.87,81.88,40.4,1.39,54.76,58.85,0.9,31,2,2,EEUU MLS,4
Dylan Nealis,0.0,2.93,1.34,0.0,2.14,0.0,1.28,0.03,22.66,65.45,33.33,0.79,59.29,55.36,1.55,29,2,2,EEUU MLS,4
Tanner Beason,0.0,1.36,1.61,0.0,2.89,0.04,0.57,0.0,45.07,87.08,60.63,1.57,57.89,65.68,0.21,28,2,2,EEUU MLS,4
Geoff Cameron,0.0,1.15,1.56,0.04,4.0,0.04,0.22,0.04,31.48,79.76,47.32,1.19,54.55,55.83,0.85,27,3,2,EEUU MLS,4
Jack Maher,0.07,0.86,0.89,0.04,2.86,0.0,0.36,0.0,36.11,88.53,57.14,0.75,70.0,62.6,0.54,28,1,2,EEUU MLS,4
Christian Fuchs,0.12,1.38,1.5,0.0,2.54,0.04,0.92,0.04,52.54,80.67,53.09,1.12,57.65,47.06,1.31,26,3,2,EEUU MLS,4
Larrys Mabiala,0.0,0.9,0.71,0.0,4.24,0.05,0.38,0.0,39.95,84.39,57.58,0.95,69.23,58.33,0.9,21,3,2,EEUU MLS,4
Kyle Smith,0.07,1.52,0.41,0.0,2.1,0.0,0.9,0.0,23.55,77.31,43.01,0.62,46.0,50.0,0.76,29,3,2,EEUU MLS,4
Tristan Blackmon,0.04,0.96,1.14,0.07,2.79,0.0,0.18,0.0,40.39,80.64,44.89,1.18,56.45,61.54,0.5,28,2,2,EEUU MLS,4
Jackson Ragen,0.0,0.91,0.57,0.04,3.52,0.04,0.17,0.0,35.96,87.55,59.7,0.78,61.4,58.18,0.83,23,2,2,EEUU MLS,4
Harrison Afful,0.0,0.62,0.62,0.05,1.29,0.0,0.38,0.0,42.38,87.87,54.21,0.62,51.85,45.56,0.81,21,3,2,EEUU MLS,4
Robert Voloder,0.08,0.83,1.0,0.0,1.33,0.0,0.17,0.0,41.75,84.43,45.45,1.0,60.0,65.85,0.42,12,1,2,EEUU MLS,4
Eddie Segura,0.0,0.93,0.53,0.0,2.2,0.0,0.33,0.0,38.47,86.66,47.3,0.6,41.94,46.15,0.67,15,2,2,EEUU MLS,4
William Sands,0.0,1.08,0.58,0.0,1.42,0.0,0.0,0.0,19.25,80.95,21.43,0.67,64.29,69.23,0.25,12,1,2,EEUU MLS,4
Auston Trusty,0.0,1.44,1.31,0.0,1.63,0.06,0.25,0.06,46.81,83.04,39.25,1.38,60.0,61.74,1.13,16,2,2,EEUU MLS,4
Chris Mavinga,0.0,2.05,1.0,0.0,2.42,0.05,0.42,0.0,40.63,89.12,51.92,1.53,64.29,68.8,0.63,19,3,2,EEUU MLS,4
Ryan Hollingshead,0.18,1.7,1.06,0.0,1.33,0.0,0.91,0.09,30.64,80.91,33.33,0.88,58.41,54.1,0.85,33,3,2,EEUU MLS,4
Ryan Sailor,0.0,1.0,0.78,0.0,3.13,0.0,0.3,0.0,32.39,87.38,47.83,1.09,51.92,59.38,0.26,23,2,2,EEUU MLS,4
Alvas Powell,0.0,1.7,0.87,0.0,1.4,0.0,0.73,0.1,20.3,70.94,42.16,1.1,56.67,56.97,0.87,30,2,2,EEUU MLS,4
Nkosi Tafari,0.0,0.63,0.74,0.0,2.41,0.0,0.04,0.0,31.81,85.45,48.28,0.63,51.22,59.49,0.33,27,2,2,EEUU MLS,4
Rodrigo Schlegel,0.03,1.67,1.27,0.1,3.53,0.0,0.77,0.0,39.87,87.29,46.38,1.17,45.0,52.31,1.33,30,2,2,EEUU MLS,4
Luís Martins,0.0,0.33,0.5,0.0,0.83,0.0,0.17,0.08,14.75,77.4,19.05,0.33,62.5,48.15,0.42,12,3,2,EEUU MLS,4
Carlos Salcedo,0.0,1.08,2.0,0.0,4.08,0.0,0.69,0.08,61.46,83.1,46.81,1.77,66.67,57.65,0.77,13,2,2,EEUU MLS,4
Lukas MacNaughton,0.0,0.52,1.04,0.0,3.48,0.0,0.12,0.0,39.08,84.75,47.86,1.16,62.34,56.69,0.76,25,2,2,EEUU MLS,4
Raheem Edwards,0.03,2.81,1.16,0.03,1.25,0.0,1.28,0.13,39.19,82.14,56.82,1.06,62.07,50.46,1.75,32,2,2,EEUU MLS,4
Taylor Washington,0.0,0.21,0.64,0.0,0.57,0.0,0.43,0.14,16.36,79.04,37.93,0.36,66.67,47.06,0.36,14,2,2,EEUU MLS,4
Jon Gallagher,0.03,1.17,0.94,0.03,0.86,0.0,0.54,0.11,37.86,84.08,54.97,1.17,65.0,54.87,0.74,35,2,2,EEUU MLS,4
Christopher McVey,0.03,1.63,1.34,0.03,2.51,0.0,0.66,0.06,43.09,84.08,50.76,1.54,58.82,49.32,1.43,35,2,2,EEUU MLS,4
Andy Najar,0.0,1.13,2.22,0.0,1.87,0.0,0.61,0.0,34.78,78.38,43.22,1.13,50.0,51.47,0.91,23,2,2,EEUU MLS,4
Kortne Ford,0.0,0.79,1.0,0.07,2.0,0.0,0.14,0.0,32.64,81.4,50.0,1.07,57.45,57.5,0.79,14,2,2,EEUU MLS,4
Sam Junqua,0.0,0.93,0.47,0.0,1.2,0.0,0.13,0.07,18.27,85.4,50.0,0.73,76.47,75.47,0.2,15,2,2,EEUU MLS,4
Zeca,0.0,1.5,0.4,0.0,0.95,0.0,0.4,0.0,30.15,83.25,37.21,1.1,31.25,54.74,0.3,20,2,2,EEUU MLS,4
Žan Kolmanič,0.0,0.77,0.5,0.05,0.68,0.05,0.45,0.14,29.32,80.78,18.92,0.5,23.53,42.47,0.45,22,1,2,EEUU MLS,4
Joseph Mora,0.0,1.7,1.09,0.0,1.22,0.0,0.74,0.09,37.43,79.91,33.94,1.22,40.48,51.63,0.65,23,2,2,EEUU MLS,4
Sebastien Ibeagha,0.0,0.79,0.68,0.05,3.05,0.0,0.21,0.0,32.32,82.74,33.82,1.0,64.81,59.41,0.68,19,3,2,EEUU MLS,4
Mauricio Pineda,0.04,1.3,0.85,0.0,1.48,0.0,1.15,0.07,35.48,85.59,72.83,1.07,72.41,47.65,0.96,27,2,2,EEUU MLS,4
Andres Reyes,0.0,1.15,0.92,0.08,1.15,0.0,0.15,0.0,22.31,76.21,32.5,0.54,65.63,55.95,1.62,13,1,2,EEUU MLS,4
Alan Benítez,0.08,1.25,0.33,0.0,1.58,0.0,1.08,0.17,20.58,78.54,37.93,0.83,40.0,41.51,0.67,12,2,2,EEUU MLS,4
Shane O'Neill,0.0,1.42,1.19,0.08,2.65,0.0,0.38,0.08,39.27,83.84,37.8,1.46,59.57,62.67,1.0,26,2,2,EEUU MLS,4
Tommy Thompson,0.04,0.85,0.78,0.0,0.48,0.0,0.41,0.07,24.81,84.03,46.67,0.89,44.44,57.94,0.33,27,2,2,EEUU MLS,4
Aiden McFadden,0.0,1.64,0.36,0.0,1.73,0.0,0.73,0.18,20.91,75.22,41.18,1.0,48.0,48.84,0.91,11,2,2,EEUU MLS,4
Brendan Hines-Ike,0.0,1.3,0.9,0.1,3.95,0.0,0.7,0.0,47.25,80.63,50.0,1.6,49.18,54.97,1.0,20,2,2,EEUU MLS,4
Ruan,0.06,1.09,0.56,0.03,0.97,0.03,0.44,0.16,32.09,82.28,52.46,1.25,20.0,58.82,0.28,32,2,2,EEUU MLS,4
Ben Sweat,0.0,1.05,0.95,0.0,1.95,0.0,1.05,0.25,36.7,81.47,41.67,0.9,50.0,42.04,1.1,20,3,2,EEUU MLS,4
Eric Miller,0.0,0.63,0.58,0.0,1.38,0.0,0.29,0.0,24.88,82.08,32.39,0.5,65.38,55.84,0.63,24,2,2,EEUU MLS,4
DeAndre Yedlin,0.0,1.54,1.17,0.0,2.23,0.0,0.77,0.09,37.37,82.42,34.34,1.54,50.0,50.23,1.03,35,2,2,EEUU MLS,4
Anton Walkes,0.0,1.0,0.65,0.0,3.0,0.0,0.39,0.0,52.87,88.32,40.63,1.22,45.28,51.0,0.26,23,2,2,EEUU MLS,4
Anton Tinnerholm,0.0,1.08,0.15,0.0,1.08,0.08,0.31,0.15,28.69,82.31,57.14,1.15,50.0,50.0,0.62,13,3,2,EEUU MLS,4
Nanú,0.0,0.69,0.41,0.0,0.86,0.0,0.14,0.1,19.97,78.76,32.69,0.48,46.15,51.52,0.59,29,2,2,EEUU MLS,4
Ema Twumasi,0.0,1.52,0.61,0.0,1.3,0.0,0.42,0.0,32.97,84.56,28.24,0.73,42.5,51.23,0.88,33,2,2,EEUU MLS,4
Doneil Henry,0.0,0.42,0.33,0.0,1.5,0.0,0.08,0.0,14.0,85.12,36.36,0.17,72.73,62.5,0.25,12,2,2,EEUU MLS,4
Griffin Dorsey,0.04,1.3,0.7,0.04,1.52,0.0,0.48,0.15,22.63,82.0,40.32,1.11,34.21,46.95,0.7,27,1,2,EEUU MLS,4
John Nelson,0.0,0.71,0.63,0.0,1.21,0.0,0.0,0.04,20.33,77.46,25.64,0.92,33.33,54.55,0.13,24,2,2,EEUU MLS,4
Christian Makoun,0.0,0.81,0.81,0.1,2.62,0.0,0.24,0.0,34.24,86.23,44.0,1.05,42.31,45.95,0.81,21,1,2,EEUU MLS,4
Kemar Lawrence,0.04,0.75,1.11,0.0,3.11,0.0,0.25,0.04,30.18,78.46,26.44,1.25,64.15,57.48,0.46,28,3,2,EEUU MLS,4
Ian Murphy,0.04,0.54,0.68,0.0,2.14,0.0,0.25,0.0,25.43,77.81,32.08,0.79,36.36,43.9,0.36,28,1,2,EEUU MLS,4
Ronald Hernández,0.0,0.77,0.92,0.0,1.15,0.0,0.46,0.0,32.77,84.98,61.11,1.15,33.33,48.33,0.69,13,2,2,EEUU MLS,4
Kayden Pierre,0.0,1.47,0.21,0.05,0.84,0.0,0.42,0.05,24.74,86.6,45.0,0.84,43.48,63.55,0.26,19,1,2,EEUU MLS,4
Lucas Esteves,0.03,1.57,0.9,0.03,1.33,0.0,0.87,0.2,28.0,77.5,35.42,1.17,55.81,47.44,1.4,30,1,2,EEUU MLS,4
Omar Gonzalez,0.0,0.65,0.76,0.06,2.41,0.06,0.18,0.0,22.47,84.82,48.84,0.88,66.67,65.52,0.29,17,3,2,EEUU MLS,4
Steven Beitashour,0.0,1.16,0.84,0.0,1.11,0.0,0.26,0.11,27.74,83.49,48.08,1.05,56.25,65.43,0.74,19,3,2,EEUU MLS,4
Dario Župarić,0.0,0.67,0.73,0.0,3.23,0.0,0.23,0.0,29.57,83.31,49.28,1.1,50.56,55.19,0.6,30,3,2,EEUU MLS,4
Jonathan Bell,0.07,0.67,1.27,0.0,3.0,0.0,0.27,0.0,35.53,80.3,37.88,1.33,52.17,50.0,0.67,15,2,2,EEUU MLS,4
Justin Haak,0.0,1.18,0.71,0.0,1.12,0.0,0.47,0.06,24.06,87.78,52.17,0.94,47.37,50.0,0.65,17,1,2,EEUU MLS,4
Nick DePuy,0.0,0.67,0.61,0.0,3.61,0.0,0.22,0.0,37.61,85.82,41.67,1.06,61.11,52.22,1.06,18,2,2,EEUU MLS,4
Luca Petrasso,0.0,1.0,0.78,0.0,0.91,0.0,0.52,0.04,31.26,74.27,33.33,1.48,48.57,50.93,0.61,23,1,2,EEUU MLS,4
Marcus Godinho,0.0,0.65,0.3,0.0,0.78,0.04,0.13,0.0,16.09,83.51,57.14,0.61,45.0,58.88,0.43,23,2,2,EEUU MLS,4
Jonathan Bornstein,0.05,0.86,0.59,0.0,1.23,0.0,0.5,0.0,19.27,79.25,50.0,0.73,63.04,51.89,0.55,22,3,2,EEUU MLS,4
Chris Gloster,0.09,0.18,0.64,0.09,0.91,0.0,0.45,0.18,23.73,81.61,52.17,0.55,73.33,38.1,0.64,11,1,2,EEUU MLS,4
Ethan Bartlow,0.0,0.47,0.47,0.07,3.0,0.0,0.33,0.0,31.33,87.66,45.31,1.27,58.82,48.72,0.33,15,1,2,EEUU MLS,4
Kieran Gibbs,0.0,0.88,0.88,0.0,1.25,0.0,0.13,0.0,20.88,78.14,30.0,0.69,76.92,55.77,0.44,16,3,2,EEUU MLS,4
Paul Marie,0.03,1.72,1.06,0.0,1.28,0.0,1.13,0.13,31.88,82.84,43.0,1.38,41.38,42.6,1.16,32,2,2,EEUU MLS,4
Logan Ndenbe,0.0,1.32,0.82,0.0,0.86,0.05,0.55,0.05,43.32,83.11,43.4,1.55,50.0,50.63,1.09,22,1,2,EEUU MLS,4
Jakob Nerwiński,0.0,1.0,1.33,0.0,1.25,0.0,0.79,0.0,35.92,82.6,51.82,1.08,55.88,53.45,0.58,24,2,2,EEUU MLS,4
Tate Schmitt,0.13,1.13,1.33,0.07,1.0,0.0,0.53,0.0,23.6,67.23,30.65,0.93,44.0,48.86,0.6,15,2,2,EEUU MLS,4
Róbert Orri Þorkelsson,0.0,0.55,0.18,0.0,0.27,0.0,0.0,0.0,9.18,81.19,60.0,0.36,71.43,70.83,0.27,11,1,2,EEUU MLS,4
Tyler Blackett,0.0,0.5,0.45,0.1,2.25,0.0,0.35,0.1,32.6,80.67,44.63,1.25,68.29,50.0,1.05,20,2,2,EEUU MLS,4
Andre Reynolds,0.0,0.83,0.42,0.0,0.33,0.0,0.25,0.0,11.67,75.0,57.14,0.5,28.57,50.0,0.58,12,1,2,EEUU MLS,4
Bradley Smith,0.0,1.81,0.69,0.0,1.38,0.0,1.06,0.25,26.19,69.45,30.43,1.19,27.27,39.81,1.06,16,2,2,EEUU MLS,4
Florian Jungwirth,0.0,0.77,0.69,0.0,1.85,0.0,1.54,0.0,32.08,83.93,52.08,1.23,67.86,49.35,0.62,13,3,2,EEUU MLS,4
Josecarlos van Rankin,0.04,1.46,1.21,0.0,2.83,0.0,1.42,0.08,35.25,86.17,52.11,1.13,54.29,41.9,1.46,24,2,2,EEUU MLS,4
Chris Odoi-Atsem,0.0,0.7,0.45,0.05,1.35,0.0,0.35,0.0,10.75,68.84,35.29,0.75,38.46,42.39,0.95,20,2,2,EEUU MLS,4
Chase Gasper,0.0,0.76,0.65,0.0,1.12,0.06,0.29,0.0,25.47,83.14,33.33,0.82,55.0,46.48,0.94,17,2,2,EEUU MLS,4
Tony Alfaro,0.0,0.56,0.78,0.06,1.83,0.0,0.56,0.0,32.22,82.41,47.87,1.44,66.67,52.43,1.11,18,2,2,EEUU MLS,4
Jhon Espinoza,0.0,0.47,0.37,0.05,0.53,0.0,0.26,0.0,8.05,77.78,33.33,0.58,40.0,38.78,0.58,19,1,2,EEUU MLS,4
Exon Gustavo Vallecilla,0.0,0.67,0.42,0.08,2.08,0.0,0.17,0.0,22.0,81.44,50.0,1.17,71.43,52.5,1.08,12,1,2,EEUU MLS,4
James Tavernier,0.42,2.0,0.87,0.0,1.45,0.03,0.87,0.34,66.16,82.14,41.7,0.82,62.35,52.13,0.89,38,3,2,Escocia Premiership,3
Borna Barišić,0.03,1.77,1.03,0.0,1.1,0.0,0.2,0.4,55.03,85.1,48.59,0.8,56.52,61.29,0.63,30,3,2,Escocia Premiership,3
Connor Goldson,0.08,1.48,0.76,0.0,2.96,0.0,0.36,0.12,77.84,89.16,55.87,0.64,62.75,67.33,0.36,25,3,2,Escocia Premiership,3
Ryan Porteous,0.14,1.24,1.0,0.0,3.71,0.0,0.38,0.1,63.14,78.43,51.75,1.57,62.86,66.19,0.71,21,1,2,Escocia Premiership,3
Carl Starfelt,0.11,0.86,1.21,0.07,4.18,0.04,0.25,0.0,92.96,91.55,67.35,0.71,69.95,67.06,0.71,28,2,2,Escocia Premiership,3
Alistair Johnston,0.07,1.79,0.93,0.0,1.36,0.0,0.5,0.36,75.43,86.36,57.5,0.5,47.5,51.97,1.36,14,2,2,Escocia Premiership,3
Matthew Pollock,0.13,1.8,1.33,0.0,4.07,0.0,0.4,0.07,37.27,61.54,31.39,1.0,58.72,61.99,0.67,15,1,2,Escocia Premiership,3
Cameron Carter-Vickers,0.0,0.52,1.07,0.03,2.9,0.0,0.1,0.0,87.21,91.58,54.82,0.62,73.83,69.48,0.83,29,2,2,Escocia Premiership,3
Greg Taylor,0.1,1.35,0.77,0.03,0.84,0.0,0.65,0.06,75.06,84.66,46.41,0.45,46.61,51.29,0.61,31,2,2,Escocia Premiership,3
Moritz Jenz,0.18,1.36,0.91,0.09,2.27,0.0,0.09,0.0,75.91,90.66,55.56,0.82,54.17,58.02,1.0,11,1,2,Escocia Premiership,3
William Fish,0.14,1.1,1.05,0.05,4.95,0.0,0.24,0.0,37.0,74.26,39.63,0.95,63.41,60.71,0.86,21,1,2,Escocia Premiership,3
Liam Scales,0.03,1.68,1.19,0.1,5.13,0.0,0.39,0.06,47.9,74.55,39.11,1.16,63.71,64.55,0.65,31,2,2,Escocia Premiership,3
Dan Casey,0.0,1.0,1.08,0.0,3.42,0.0,0.0,0.08,26.75,66.98,27.78,0.67,71.25,69.83,0.92,12,2,2,Escocia Premiership,3
John Souttar,0.08,0.75,0.83,0.0,2.58,0.08,0.17,0.0,52.0,86.7,53.73,0.83,74.07,76.4,0.33,12,2,2,Escocia Premiership,3
Anthony Ralston,0.0,1.63,0.38,0.06,1.88,0.06,0.5,0.06,70.13,86.54,55.05,1.19,57.14,55.48,0.94,16,2,2,Escocia Premiership,3
Kye Rowles,0.03,1.48,0.83,0.03,5.1,0.0,0.31,0.0,52.93,83.0,46.11,1.03,48.15,55.26,0.59,29,2,2,Escocia Premiership,3
Jack Baldwin,0.03,1.34,1.62,0.0,3.93,0.03,0.38,0.1,36.48,57.56,33.6,1.0,60.21,61.41,0.83,29,2,2,Escocia Premiership,3
Ryan Strain,0.11,2.53,0.86,0.0,1.67,0.0,1.25,0.22,27.28,68.02,34.97,1.06,47.62,50.31,0.67,36,2,2,Escocia Premiership,3
Ben Davies,0.0,0.89,0.78,0.0,2.04,0.04,0.26,0.11,57.89,87.52,57.46,0.63,65.35,67.33,0.22,27,2,2,Escocia Premiership,3
Charlie Mulgrew,0.05,1.05,1.11,0.0,6.47,0.05,0.05,0.05,37.37,68.17,40.61,1.32,66.29,68.79,0.53,19,3,2,Escocia Premiership,3
Angus MacDonald,0.0,0.93,1.0,0.0,4.8,0.0,0.2,0.0,29.33,69.77,26.17,1.07,60.0,57.3,0.87,15,3,2,Escocia Premiership,3
Joe Wright,0.15,1.5,1.71,0.03,4.0,0.03,0.35,0.03,30.59,65.87,31.64,1.32,63.14,62.24,1.03,34,2,2,Escocia Premiership,3
Paul McGinn,0.0,2.44,0.83,0.0,1.97,0.0,0.33,0.03,38.94,71.9,32.85,1.06,57.14,64.18,0.83,36,3,2,Escocia Premiership,3
Ricki Lamie,0.0,1.33,1.46,0.04,4.67,0.0,0.21,0.0,36.21,71.58,45.92,1.13,70.18,65.9,1.38,24,2,2,Escocia Premiership,3
Alex Iacovitti,0.08,1.17,1.28,0.06,5.53,0.0,0.36,0.03,29.69,60.62,37.54,1.19,68.54,65.61,0.72,36,2,2,Escocia Premiership,3
Paul Hanlon,0.03,0.88,0.82,0.03,4.29,0.0,0.21,0.03,45.06,78.59,45.16,1.29,64.65,62.38,0.74,34,3,2,Escocia Premiership,3
Leon King,0.0,1.27,0.33,0.0,1.87,0.07,0.33,0.07,41.8,88.04,63.16,0.47,48.72,57.69,0.47,15,1,2,Escocia Premiership,3
Sondre Solholm Johansen,0.05,2.0,2.05,0.11,3.68,0.0,0.32,0.05,35.47,69.44,31.85,1.26,66.67,65.84,1.05,19,2,2,Escocia Premiership,3
Ryan McGowan,0.04,3.46,1.0,0.04,2.64,0.0,0.93,0.11,25.04,62.91,32.0,1.18,60.38,62.39,1.61,28,3,2,Escocia Premiership,3
Anthony Stewart,0.05,1.29,1.1,0.05,6.95,0.0,0.29,0.0,49.29,76.81,31.94,1.43,56.57,60.11,0.81,21,3,2,Escocia Premiership,3
Loick Ayina,0.0,2.25,1.33,0.08,5.67,0.0,0.92,0.0,35.33,75.71,38.75,1.58,39.22,53.66,0.92,12,1,2,Escocia Premiership,3
