Name,Goals,Headed goals,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Goals conceded inside the box,Aerial duels won %,Total duels won %,Fouls,Appearances,Age Range,Position,League,Level
Chang Woo Rim,0.0,0.0,1.95,1.14,0.0,2.0,0.0,0.57,0.1,38.29,77.61,5.95,37.4,0.76,51.55,58.38,0.71,21.0,3.0,2.0,Korea del Sur K League 1,4.0
Young-woo Seol,0.09,0.0,1.34,1.0,0.0,1.38,0.03,0.5,0.09,59.16,87.37,14.25,53.57,0.84,48.72,59.56,0.47,32.0,2.0,2.0,Korea del Sur K League 1,4.0
Ju-sung Kim,0.05,0.03,0.79,1.45,0.03,3.24,0.0,0.18,0.03,75.11,91.0,3.82,58.71,1.24,64.06,61.23,0.68,38.0,1.0,2.0,Korea del Sur K League 1,4.0
Young-Gwon Kim,0.03,0.0,0.84,1.32,0.06,2.77,0.0,0.52,0.0,80.03,87.42,10.97,52.74,0.74,55.07,53.33,0.81,31.0,3.0,2.0,Korea del Sur K League 1,4.0
Yu-min Jo,0.1,0.1,1.29,1.05,0.1,4.05,0.0,0.57,0.05,62.24,81.64,5.14,52.38,1.1,67.21,62.76,0.67,21.0,2.0,2.0,Korea del Sur K League 1,4.0
Jeong-un Hong,0.0,0.0,1.61,1.42,0.03,5.55,0.0,0.52,0.03,26.85,75.73,1.21,45.14,0.94,57.26,62.1,0.48,33.0,2.0,2.0,Korea del Sur K League 1,4.0
Yeong-kyu Ahn,0.06,0.03,1.19,0.78,0.0,3.53,0.03,0.25,0.06,68.28,88.92,5.53,55.19,0.78,54.96,59.11,0.63,32.0,3.0,2.0,Korea del Sur K League 1,4.0
Wanderson,0.11,0.0,2.58,1.21,0.0,1.16,0.0,1.0,0.11,43.32,82.5,9.42,43.04,0.63,65.52,55.93,0.74,19.0,3.0,2.0,Korea del Sur K League 1,4.0
Ban-suk Oh,0.11,0.07,1.81,1.0,0.04,3.33,0.0,0.3,0.04,43.63,79.12,2.96,30.41,0.96,62.4,66.37,0.52,27.0,3.0,2.0,Korea del Sur K League 1,4.0
Kee-hee Kim,0.0,0.0,1.42,1.31,0.04,3.23,0.0,0.35,0.0,63.38,86.89,5.92,55.02,0.96,60.0,59.24,0.73,26.0,3.0,2.0,Korea del Sur K League 1,4.0
Tae-uk Jeong,0.03,0.03,0.84,1.39,0.0,3.52,0.03,0.39,0.03,52.77,85.94,4.35,41.62,0.81,74.8,62.34,1.23,31.0,2.0,2.0,Korea del Sur K League 1,4.0
Han-Beom Lee,0.0,0.0,1.11,1.56,0.06,2.94,0.0,0.56,0.06,88.44,91.08,6.61,59.66,1.28,69.41,58.94,1.28,18.0,1.0,2.0,Korea del Sur K League 1,4.0
Jin-su Kim,0.0,0.0,1.21,1.63,0.05,1.11,0.0,0.58,0.05,39.16,74.73,7.42,33.33,0.84,50.0,48.48,1.26,19.0,3.0,2.0,Korea del Sur K League 1,4.0
Chang-rae Ha,0.07,0.07,1.36,0.96,0.0,3.96,0.0,0.68,0.0,58.11,90.23,2.82,65.95,0.68,57.78,54.11,1.11,28.0,2.0,2.0,Korea del Sur K League 1,4.0
Chan-yong Park,0.0,0.0,1.12,1.0,0.0,2.42,0.0,0.31,0.0,48.88,87.25,3.04,53.9,0.5,61.46,60.63,0.54,26.0,2.0,2.0,Korea del Sur K League 1,4.0
Jin-hyeok Kim,0.03,0.0,1.42,1.53,0.0,3.37,0.0,0.21,0.03,24.55,73.53,2.08,41.76,0.82,50.54,55.63,0.82,38.0,2.0,2.0,Korea del Sur K League 1,4.0
Seung-wook Park,0.03,0.03,1.87,1.29,0.0,1.32,0.0,0.77,0.13,61.0,83.08,7.94,53.91,0.71,45.33,55.2,0.94,31.0,2.0,2.0,Korea del Sur K League 1,4.0
Yong Lee,0.04,0.0,2.54,1.04,0.0,1.38,0.0,0.69,0.04,48.31,81.37,9.42,54.91,1.31,43.94,56.0,0.62,26.0,3.0,2.0,Korea del Sur K League 1,4.0
Chae-min Im,0.04,0.0,1.04,0.77,0.0,3.46,0.0,0.42,0.0,54.23,86.88,4.46,53.85,0.88,57.83,56.35,1.04,26.0,3.0,2.0,Korea del Sur K League 1,4.0
Min-ki Lee,0.04,0.0,2.07,0.96,0.0,1.46,0.0,0.57,0.04,43.43,88.82,8.71,65.52,0.61,46.81,55.7,0.82,28.0,2.0,2.0,Korea del Sur K League 1,4.0
Yeong-bin Kim,0.0,0.0,0.88,0.78,0.0,3.93,0.03,0.18,0.0,49.68,84.5,1.65,55.28,0.83,63.59,60.26,0.75,40.0,3.0,2.0,Korea del Sur K League 1,4.0
Ho-ik Jang,0.0,0.0,2.12,1.88,0.0,1.53,0.0,0.65,0.12,37.65,83.75,3.65,46.84,0.94,73.68,70.83,0.41,17.0,2.0,2.0,Korea del Sur K League 1,4.0
Chung Woon,0.08,0.04,0.96,0.76,0.0,1.8,0.0,0.2,0.04,48.08,85.86,6.76,55.56,0.84,47.69,54.26,0.72,25.0,3.0,2.0,Korea del Sur K League 1,4.0
Dave Bulthuis,0.06,0.06,0.78,1.61,0.11,2.83,0.0,0.22,0.0,40.39,82.94,2.0,47.67,1.17,79.71,70.37,0.5,18.0,3.0,2.0,Korea del Sur K League 1,4.0
Han Hogang,0.13,0.13,1.22,1.0,0.04,3.17,0.0,0.35,0.0,40.26,81.75,2.22,46.41,0.91,48.35,49.7,0.96,23.0,2.0,2.0,Korea del Sur K League 1,4.0
Kim Kang-San,0.04,0.04,1.24,1.0,0.04,2.2,0.0,0.36,0.0,24.32,79.28,2.84,43.53,0.56,60.27,62.24,0.56,25.0,2.0,2.0,Korea del Sur K League 1,4.0
Kweon Hang-Jin,0.06,0.0,0.61,1.0,0.0,3.56,0.0,0.28,0.0,39.72,87.41,1.39,40.3,0.72,42.37,42.11,0.67,18.0,3.0,2.0,Korea del Sur K League 1,4.0
Jin-woo Jo,0.0,0.0,0.94,1.42,0.0,4.45,0.03,0.48,0.06,27.82,71.68,1.79,37.84,0.82,65.48,58.33,0.97,33.0,1.0,2.0,Korea del Sur K League 1,4.0
Uh-jae Jeong,0.0,0.0,1.65,1.08,0.0,1.5,0.0,0.46,0.04,35.15,77.57,7.85,46.05,0.65,53.97,58.62,0.35,26.0,3.0,2.0,Korea del Sur K League 1,4.0
Tae-seok Lee,0.0,0.0,1.47,1.2,0.0,1.7,0.03,0.33,0.07,44.63,75.65,7.2,29.81,0.83,50.0,54.95,0.87,30.0,1.0,2.0,Korea del Sur K League 1,4.0
Ja-ryong Koo,0.0,0.0,0.83,1.65,0.0,2.7,0.0,0.7,0.0,45.91,85.89,3.35,47.32,0.61,72.86,57.72,0.78,23.0,3.0,2.0,Korea del Sur K League 1,4.0
Yeon-su Kim,0.0,0.0,1.0,0.86,0.0,4.68,0.0,0.41,0.0,40.68,81.12,2.45,35.29,0.64,56.25,53.45,0.86,22.0,2.0,2.0,Korea del Sur K League 1,4.0
Tae-hwan Kim,0.05,0.0,1.1,1.05,0.0,0.7,0.0,0.4,0.05,41.75,84.43,10.4,56.1,0.65,52.94,46.02,1.0,20.0,3.0,2.0,Korea del Sur K League 1,4.0
Ung-heui Lee,0.09,0.0,1.09,2.09,0.0,2.18,0.0,0.09,0.0,35.91,78.48,3.09,30.61,0.82,57.89,58.57,0.82,11.0,3.0,2.0,Korea del Sur K League 1,4.0
Shi-yeong Lee,0.0,0.0,1.4,0.53,0.0,0.73,0.0,0.33,0.07,21.67,86.15,5.0,56.52,0.53,54.55,58.11,0.4,15.0,2.0,2.0,Korea del Sur K League 1,4.0
Moon-hwan Kim,0.0,0.0,1.27,1.55,0.0,1.45,0.0,0.64,0.18,35.64,80.61,7.55,50.0,0.91,54.55,50.79,0.64,11.0,2.0,2.0,Korea del Sur K League 1,4.0
Sang-min Shim,0.0,0.0,0.67,1.05,0.0,0.86,0.0,0.29,0.19,47.29,78.45,7.43,33.54,0.71,45.45,54.13,0.48,21.0,2.0,2.0,Korea del Sur K League 1,4.0
Bo-kyung Choi,0.0,0.0,0.31,0.69,0.0,1.85,0.0,0.08,0.0,31.15,90.62,1.0,53.33,0.62,41.18,57.58,0.23,13.0,3.0,2.0,Korea del Sur K League 1,4.0
Oh-kyu Kim,0.03,0.0,1.27,1.97,0.03,3.5,0.0,0.8,0.0,53.03,80.01,5.23,43.94,1.03,64.13,58.18,0.67,30.0,3.0,2.0,Korea del Sur K League 1,4.0
Hugo Gomes,0.06,0.06,2.18,0.53,0.0,4.06,0.0,0.76,0.0,53.82,80.55,3.65,47.88,1.47,67.07,66.05,0.59,17.0,2.0,2.0,Korea del Sur K League 1,4.0
Keita Suzuki,0.08,0.0,1.69,0.81,0.0,0.65,0.0,0.65,0.04,12.96,71.51,2.81,44.68,0.69,33.33,53.75,0.42,26.0,2.0,2.0,Korea del Sur K League 1,4.0
Seok-yeong Yun,0.0,0.0,1.0,0.91,0.03,2.5,0.0,0.5,0.03,44.44,80.94,6.44,37.44,0.75,50.0,57.56,0.38,32.0,3.0,2.0,Korea del Sur K League 1,4.0
Go Myeong Seok,0.0,0.0,1.23,0.86,0.0,3.5,0.0,0.55,0.0,40.68,82.23,2.09,44.52,1.18,50.62,55.71,0.36,22.0,2.0,2.0,Korea del Sur K League 1,4.0
Su-il Park,0.03,0.0,1.42,0.97,0.0,1.17,0.0,0.39,0.08,40.67,81.15,7.69,42.68,1.03,31.43,50.0,0.72,36.0,2.0,2.0,Korea del Sur K League 1,4.0
Dong-ho Jeong,0.0,0.0,1.7,0.73,0.0,0.93,0.07,0.67,0.07,38.57,84.7,6.9,61.6,1.37,41.18,58.47,0.5,30.0,3.0,2.0,Korea del Sur K League 1,4.0
Joo-won Kim,0.0,0.0,0.68,0.96,0.0,4.25,0.0,0.25,0.0,39.43,83.51,1.54,39.2,1.0,65.18,61.0,1.14,28.0,3.0,2.0,Korea del Sur K League 1,4.0
Min-deok Kim,0.08,0.0,1.0,1.27,0.0,3.27,0.0,0.38,0.0,37.96,77.51,2.69,40.0,1.19,55.26,54.43,0.5,26.0,2.0,2.0,Korea del Sur K League 1,4.0
Kwang-hun Shin,0.0,0.0,0.38,0.81,0.0,0.48,0.0,0.33,0.05,31.76,80.81,5.9,59.0,0.29,57.14,49.37,0.71,21.0,3.0,2.0,Korea del Sur K League 1,4.0
Jackson Lachlan,0.0,0.0,1.16,1.0,0.0,4.4,0.0,0.16,0.04,44.6,80.18,2.72,45.78,1.56,61.17,63.13,0.52,25.0,2.0,2.0,Korea del Sur K League 1,4.0
Anton Krivotsyuk,0.03,0.0,1.52,1.06,0.03,2.94,0.0,0.85,0.06,43.33,81.61,4.52,45.99,1.09,57.69,54.98,0.97,33.0,2.0,2.0,Korea del Sur K League 1,4.0
Hyeon-uh Kim,0.0,0.0,1.27,0.54,0.04,3.65,0.0,0.31,0.08,39.23,83.73,2.27,50.39,1.04,51.49,55.09,0.5,26.0,1.0,2.0,Korea del Sur K League 1,4.0
Daewon Park,0.0,0.0,0.87,1.42,0.1,2.65,0.0,0.39,0.0,46.84,85.81,4.13,48.43,0.97,45.87,47.55,1.0,31.0,2.0,2.0,Korea del Sur K League 1,4.0
Ji-hun Kang,0.0,0.0,2.0,0.38,0.0,1.88,0.06,0.56,0.0,28.31,72.19,5.19,42.55,0.88,50.0,53.7,0.81,16.0,2.0,2.0,Korea del Sur K League 1,4.0
Uh-seok Kim,0.0,0.0,0.77,0.31,0.0,2.08,0.0,0.62,0.0,32.77,82.16,2.08,45.16,0.54,44.83,48.39,0.54,13.0,2.0,2.0,Korea del Sur K League 1,4.0
Se-gye Sin,0.0,0.0,1.03,0.8,0.03,2.93,0.0,0.3,0.0,50.87,85.06,2.67,47.0,1.2,55.42,56.02,0.73,30.0,3.0,2.0,Korea del Sur K League 1,4.0
Byeong-hyeon Park,0.0,0.0,1.08,0.58,0.08,2.75,0.0,0.33,0.08,34.17,81.95,2.33,49.25,1.0,69.44,62.5,1.08,12.0,2.0,2.0,Korea del Sur K League 1,4.0
Byeon Jun-soo,0.07,0.07,0.73,0.47,0.0,1.33,0.0,0.47,0.0,19.47,73.63,2.0,36.17,0.47,47.73,47.5,0.6,15.0,1.0,2.0,Korea del Sur K League 1,4.0
Chul-soon Choi,0.0,0.0,0.95,0.58,0.0,1.05,0.0,0.58,0.0,20.21,79.43,5.0,48.72,0.47,53.33,51.22,0.42,19.0,3.0,2.0,Korea del Sur K League 1,4.0
Seong-won Jang,0.03,0.0,0.76,0.72,0.0,0.69,0.0,0.41,0.03,14.1,75.55,3.41,35.82,0.55,31.58,46.1,0.48,29.0,2.0,2.0,Korea del Sur K League 1,4.0
Ryu Kwang-hyun,0.0,0.0,2.0,0.73,0.0,0.82,0.0,0.91,0.09,27.73,68.2,3.45,29.55,0.91,75.0,61.11,0.82,11.0,1.0,2.0,Korea del Sur K League 1,4.0
Young-Jae Seo,0.0,0.0,1.7,0.87,0.04,1.57,0.0,0.43,0.09,30.48,75.18,6.17,39.6,0.74,30.3,46.5,0.61,23.0,2.0,2.0,Korea del Sur K League 1,4.0
Jin-ya Kim,0.0,0.0,1.21,0.66,0.0,0.55,0.0,0.31,0.07,23.72,77.33,4.28,32.35,0.9,36.36,48.55,0.45,29.0,2.0,2.0,Korea del Sur K League 1,4.0
Inpyo Oh,0.06,0.03,0.63,0.5,0.0,0.69,0.0,0.41,0.06,15.75,78.97,3.81,34.62,0.91,48.0,45.6,0.53,32.0,2.0,2.0,Korea del Sur K League 1,4.0
Hyun-taek Cho,0.0,0.0,0.28,0.28,0.0,0.31,0.0,0.24,0.0,5.9,76.02,1.69,15.38,0.24,69.23,41.79,0.48,29.0,1.0,2.0,Korea del Sur K League 1,4.0
Yun-seong Kang,0.08,0.0,1.85,0.62,0.0,1.69,0.0,0.38,0.08,32.69,81.65,7.15,50.0,1.38,41.38,40.52,1.31,13.0,2.0,2.0,Korea del Sur K League 1,4.0
Hyun-soo Hwang,0.0,0.0,0.29,0.29,0.0,0.93,0.0,0.07,0.0,16.5,83.55,1.07,44.44,0.36,48.0,48.48,0.21,14.0,2.0,2.0,Korea del Sur K League 1,4.0
Dae-hwan Kim,0.0,0.0,0.35,0.05,0.0,0.05,0.0,0.15,0.0,2.55,74.51,0.85,0.0,0.2,0.0,24.44,0.45,20.0,1.0,2.0,Korea del Sur K League 1,4.0
Chang-woo Park,0.0,0.0,0.4,0.13,0.0,0.53,0.0,0.4,0.0,12.27,71.2,2.4,15.0,0.33,20.0,41.03,0.33,15.0,1.0,2.0,Korea del Sur K League 1,4.0
Unai Bilbao,0.23,0.09,0.68,0.68,0.0,6.0,0.0,0.27,0.05,54.77,90.12,3.27,66.48,1.27,64.52,63.43,0.32,22.0,2.0,2.0,Mexico Liga MX Apertura,3.0
Juan Manuel Sanabria,0.05,0.0,2.24,1.14,0.0,2.43,0.0,1.05,0.29,42.29,79.39,7.19,36.97,1.24,68.89,58.52,0.9,21.0,1.0,2.0,Mexico Liga MX Apertura,3.0
Stefan Medina,0.06,0.06,2.5,1.13,0.0,2.63,0.0,0.69,0.06,46.13,87.53,9.5,52.17,0.94,63.04,60.65,1.19,16.0,3.0,2.0,Mexico Liga MX Apertura,3.0
Diego de Buen,0.28,0.11,1.72,1.28,0.06,2.28,0.0,0.94,0.06,46.56,84.73,5.5,49.44,1.5,65.08,57.76,0.72,18.0,3.0,2.0,Mexico Liga MX Apertura,3.0
Brian García,0.0,0.0,1.56,1.38,0.0,1.63,0.0,1.0,0.19,53.0,85.97,8.88,72.29,0.81,53.33,50.0,0.69,16.0,2.0,2.0,Mexico Liga MX Apertura,3.0
Jesús Gallardo,0.07,0.0,2.47,0.73,0.0,1.6,0.07,1.0,0.07,39.6,81.31,9.07,40.68,0.93,61.76,58.96,0.8,15.0,2.0,2.0,Mexico Liga MX Apertura,3.0
Luis Reyes,0.0,0.0,2.44,1.38,0.13,1.44,0.0,0.75,0.25,40.38,81.89,7.38,37.97,0.94,51.72,57.69,0.75,16.0,3.0,2.0,Mexico Liga MX Apertura,3.0
Adrián Aldrete,0.0,0.0,1.05,1.16,0.0,2.63,0.0,0.53,0.32,29.79,72.44,4.47,36.3,0.63,60.87,56.31,0.68,19.0,3.0,2.0,Mexico Liga MX Apertura,3.0
Valber Huerta,0.0,0.0,1.5,0.94,0.06,3.44,0.0,0.5,0.0,71.13,89.46,7.44,58.94,1.0,62.5,65.26,0.44,16.0,2.0,2.0,Mexico Liga MX Apertura,3.0
Javier Aquino,0.0,0.0,2.5,1.23,0.09,1.23,0.0,1.0,0.09,51.82,83.6,12.59,46.67,0.68,50.0,60.66,0.73,22.0,3.0,2.0,Mexico Liga MX Apertura,3.0
Jesús Angulo,0.14,0.0,2.59,1.23,0.05,1.73,0.0,0.68,0.18,42.41,81.24,6.91,45.63,0.73,65.22,61.05,1.14,22.0,2.0,2.0,Mexico Liga MX Apertura,3.0
Nicolás Díaz,0.0,0.0,2.25,1.63,0.0,4.06,0.06,0.19,0.0,47.75,82.07,3.75,50.99,1.13,60.98,70.8,0.81,16.0,1.0,2.0,Mexico Liga MX Apertura,3.0
Alan Montes,0.06,0.06,1.94,1.47,0.0,4.06,0.0,0.41,0.06,34.82,72.8,3.88,38.89,1.12,67.12,66.44,0.88,17.0,1.0,2.0,Mexico Liga MX Apertura,3.0
Félix Torres,0.28,0.22,1.06,2.28,0.06,4.5,0.0,0.17,0.06,37.83,71.66,3.72,47.59,1.5,72.28,67.79,0.83,18.0,2.0,2.0,Mexico Liga MX Apertura,3.0
Sebastián Vegas,0.07,0.07,1.27,1.13,0.0,3.27,0.0,1.13,0.13,45.4,85.46,4.93,47.52,0.8,51.72,45.97,1.0,15.0,2.0,2.0,Mexico Liga MX Apertura,3.0
Andrés Mosquera,0.0,0.0,1.38,0.94,0.0,3.94,0.0,0.44,0.06,65.0,90.77,4.0,47.67,0.81,56.52,56.07,1.25,16.0,3.0,2.0,Mexico Liga MX Apertura,3.0
Brayan Angulo,0.11,0.06,1.72,1.11,0.0,1.0,0.0,0.94,0.22,42.89,81.48,9.5,55.56,1.5,66.67,56.91,0.83,18.0,3.0,2.0,Mexico Liga MX Apertura,3.0
Gilberto Sepúlveda,0.0,0.0,0.87,1.73,0.0,2.6,0.0,0.27,0.0,41.73,84.19,3.0,51.81,0.87,55.29,58.21,0.67,15.0,1.0,2.0,Mexico Liga MX Apertura,3.0
Osvaldo Rodríguez,0.06,0.0,2.0,1.11,0.0,1.89,0.0,0.56,0.06,34.5,87.76,4.78,57.63,0.78,51.43,56.8,1.0,18.0,2.0,2.0,Mexico Liga MX Apertura,3.0
Igor Lichnovsky,0.13,0.06,0.56,1.44,0.0,3.56,0.06,0.13,0.0,42.31,90.55,2.5,40.82,0.56,65.45,61.45,0.69,16.0,2.0,2.0,Mexico Liga MX Apertura,3.0
Ricardo Chávez,0.1,0.05,1.9,1.05,0.05,2.52,0.0,0.71,0.29,42.95,84.81,7.95,50.63,1.19,57.97,53.21,1.38,21.0,2.0,2.0,Mexico Liga MX Apertura,3.0
Gastón Silva,0.06,0.0,2.11,1.06,0.06,4.28,0.0,1.0,0.0,49.61,84.21,3.89,58.47,1.5,41.38,52.34,0.39,18.0,2.0,2.0,Mexico Liga MX Apertura,3.0
Diego Barbosa,0.0,0.0,4.5,1.0,0.0,1.81,0.0,1.38,0.06,33.06,74.29,6.5,39.24,1.25,68.18,59.62,1.13,16.0,2.0,2.0,Mexico Liga MX Apertura,3.0
Sebastián Cáceres,0.0,0.0,1.2,1.33,0.0,3.33,0.0,0.33,0.13,48.4,86.5,1.47,40.74,0.4,60.47,61.8,0.53,15.0,1.0,2.0,Mexico Liga MX Apertura,3.0
Adonis Frías,0.05,0.05,1.7,1.3,0.05,2.5,0.05,0.75,0.0,54.8,85.22,7.45,45.93,1.4,68.25,61.64,0.8,20.0,2.0,2.0,Mexico Liga MX Apertura,3.0
Miguel Layún,0.0,0.0,0.93,0.57,0.0,0.36,0.0,0.79,0.21,34.36,88.98,7.64,70.45,0.36,100.0,60.0,0.14,14.0,3.0,2.0,Mexico Liga MX Apertura,3.0
Facundo Almada,0.11,0.06,1.0,0.89,0.06,3.5,0.0,0.28,0.0,41.17,82.46,2.28,44.66,1.22,66.1,63.73,0.5,18.0,2.0,2.0,Mexico Liga MX Apertura,3.0
Kevin Álvarez,0.05,0.0,1.63,0.53,0.0,0.89,0.0,0.58,0.21,34.05,81.92,7.63,43.33,0.53,54.17,47.02,1.58,19.0,1.0,2.0,Mexico Liga MX Apertura,3.0
Hugo Nervo,0.0,0.0,1.29,1.41,0.0,3.65,0.0,0.24,0.06,51.59,81.53,2.88,38.51,1.0,53.85,58.78,0.59,17.0,3.0,2.0,Mexico Liga MX Apertura,3.0
Victor Guzmán,0.0,0.0,1.8,1.33,0.0,2.47,0.0,0.0,0.0,44.8,85.86,3.33,42.03,0.73,56.86,61.11,0.87,15.0,1.0,2.0,Mexico Liga MX Apertura,3.0
Nathan Silva,0.1,0.05,1.45,1.0,0.0,3.5,0.0,0.5,0.0,45.7,83.04,4.55,45.97,0.8,46.99,50.33,0.75,20.0,2.0,2.0,Mexico Liga MX Apertura,3.0
Diego Reyes,0.0,0.0,1.15,1.69,0.0,2.62,0.0,0.54,0.0,44.38,90.12,2.62,55.32,1.0,48.94,50.0,0.54,13.0,3.0,2.0,Mexico Liga MX Apertura,3.0
Cristian Calderón,0.0,0.0,1.93,0.73,0.07,1.0,0.0,0.67,0.27,29.33,76.82,4.47,35.94,1.07,40.54,51.3,0.8,15.0,2.0,2.0,Mexico Liga MX Apertura,3.0
Luis Fuentes,0.0,0.0,1.65,0.55,0.0,1.4,0.0,0.5,0.05,41.0,88.41,6.9,40.98,0.45,55.88,57.26,0.8,20.0,3.0,2.0,Mexico Liga MX Apertura,3.0
Gustavo Cabral,0.0,0.0,1.06,1.31,0.0,3.69,0.0,0.56,0.0,45.31,86.07,2.81,53.16,1.5,60.87,56.94,0.69,16.0,3.0,2.0,Mexico Liga MX Apertura,3.0
Willer Ditta,0.07,0.0,1.6,1.07,0.07,1.87,0.0,0.8,0.0,53.6,83.83,4.73,52.6,1.2,36.73,48.8,1.07,15.0,2.0,2.0,Mexico Liga MX Apertura,3.0
Emanuel Gularte,0.06,0.0,1.65,0.94,0.06,4.35,0.0,0.29,0.06,30.35,73.26,3.06,38.76,1.65,54.29,57.71,1.06,17.0,2.0,2.0,Mexico Liga MX Apertura,3.0
Bryan Colula,0.07,0.0,2.29,0.43,0.0,2.21,0.0,0.93,0.14,30.07,77.43,7.07,31.25,0.93,44.83,53.85,0.71,14.0,2.0,2.0,Mexico Liga MX Apertura,3.0
Sergio Barreto,0.0,0.0,1.94,1.69,0.13,5.63,0.0,0.5,0.0,37.63,74.75,1.81,42.34,1.5,71.11,67.11,0.94,16.0,1.0,2.0,Mexico Liga MX Apertura,3.0
Alan Mozo,0.0,0.0,3.71,1.0,0.06,1.06,0.0,0.82,0.0,34.88,77.91,7.59,45.98,1.0,50.0,57.42,1.06,17.0,2.0,2.0,Mexico Liga MX Apertura,3.0
Luis Olivas,0.0,0.0,1.82,1.0,0.0,3.27,0.0,0.82,0.0,45.91,83.96,5.55,56.79,1.27,57.14,53.16,1.18,11.0,1.0,2.0,Mexico Liga MX Apertura,3.0
José Abella,0.0,0.0,2.06,1.24,0.0,2.12,0.0,1.24,0.18,41.29,79.91,8.71,52.99,1.0,36.36,48.12,0.88,17.0,2.0,2.0,Mexico Liga MX Apertura,3.0
Julio César Domínguez,0.1,0.1,0.85,0.55,0.0,3.2,0.0,0.25,0.05,46.4,92.03,2.05,56.34,1.25,54.17,60.92,0.3,20.0,3.0,2.0,Mexico Liga MX Apertura,3.0
Miguel Rodriguez,0.0,0.0,2.24,1.24,0.0,1.88,0.0,0.53,0.24,34.35,70.03,6.0,27.91,1.35,56.82,53.23,1.47,17.0,1.0,2.0,Mexico Liga MX Apertura,3.0
Samir Caetano,0.0,0.0,1.63,1.26,0.0,2.05,0.0,0.47,0.0,43.05,90.71,2.21,45.83,0.58,60.34,58.11,1.26,19.0,2.0,2.0,Mexico Liga MX Apertura,3.0
Lisandro Magallán,0.0,0.0,1.72,1.11,0.0,3.89,0.0,0.06,0.0,45.5,79.73,2.61,43.62,0.78,65.43,60.27,1.61,18.0,2.0,2.0,Mexico Liga MX Apertura,3.0
Sebastian Olmedo,0.06,0.06,1.75,1.69,0.06,4.13,0.0,0.88,0.0,43.06,85.63,1.25,44.32,1.31,63.27,57.25,1.19,16.0,1.0,2.0,Mexico Liga MX Apertura,3.0
Iván Moreno,0.05,0.05,1.63,0.68,0.0,0.74,0.0,1.11,0.21,30.47,81.35,8.89,42.86,1.05,26.67,47.58,0.16,19.0,2.0,2.0,Mexico Liga MX Apertura,3.0
Carlos Salcedo,0.0,0.0,0.67,0.87,0.0,3.2,0.07,0.47,0.07,52.2,82.76,3.67,46.94,0.87,72.88,67.78,0.4,15.0,2.0,2.0,Mexico Liga MX Apertura,3.0
Kevin Balanta,0.0,0.0,2.07,1.67,0.0,3.47,0.0,0.47,0.0,48.87,81.58,3.67,42.97,1.0,45.45,56.14,1.07,15.0,2.0,2.0,Mexico Liga MX Apertura,3.0
Francisco Venegas,0.18,0.0,1.55,0.64,0.0,0.55,0.0,0.18,0.0,21.18,77.68,3.64,42.11,0.82,60.0,63.16,0.55,11.0,2.0,2.0,Mexico Liga MX Apertura,3.0
Antonio Briseño,0.08,0.0,0.46,1.23,0.08,4.38,0.0,0.15,0.0,37.85,78.46,2.62,51.95,1.08,57.14,54.68,1.08,13.0,2.0,2.0,Mexico Liga MX Apertura,3.0
Ismael Govea,0.0,0.0,1.92,0.5,0.0,2.67,0.0,0.33,0.08,24.17,72.76,4.67,32.65,1.33,65.63,63.74,0.75,12.0,2.0,2.0,Mexico Liga MX Apertura,3.0
Juan Escobar,0.0,0.0,1.79,1.57,0.07,4.07,0.07,0.86,0.07,47.86,82.84,2.86,46.55,1.21,67.24,60.29,1.29,14.0,2.0,2.0,Mexico Liga MX Apertura,3.0
Alexis Peña,0.12,0.12,1.0,1.18,0.06,3.82,0.0,0.47,0.06,34.88,82.63,2.35,45.69,1.29,54.72,52.53,0.71,17.0,2.0,2.0,Mexico Liga MX Apertura,3.0
Ramón Juárez,0.0,0.0,1.18,0.91,0.0,3.27,0.0,0.27,0.0,30.73,86.98,0.45,21.05,0.45,57.69,55.13,1.0,11.0,1.0,2.0,Mexico Liga MX Apertura,3.0
Jorge Rodríguez,0.0,0.0,1.83,0.83,0.0,1.58,0.0,0.83,0.0,21.17,68.5,3.42,23.08,0.75,46.67,54.46,1.08,12.0,1.0,2.0,Mexico Liga MX Apertura,3.0
Luís Rodríguez,0.0,0.0,1.81,1.44,0.06,1.88,0.0,1.06,0.13,40.44,80.37,7.69,38.04,1.69,68.42,55.91,1.0,16.0,3.0,2.0,Mexico Liga MX Apertura,3.0
William Tesillo,0.0,0.0,2.0,1.27,0.07,2.33,0.0,0.93,0.33,57.13,76.9,6.8,42.23,1.8,50.79,51.68,1.07,15.0,3.0,2.0,Mexico Liga MX Apertura,3.0
Jesús Orozco,0.0,0.0,1.5,0.86,0.14,2.14,0.0,0.36,0.07,41.86,79.86,4.07,47.71,1.07,62.22,57.14,1.0,14.0,1.0,2.0,Mexico Liga MX Apertura,3.0
Raúl López,0.0,0.0,1.27,0.4,0.0,1.47,0.0,0.6,0.13,19.93,85.28,4.47,67.86,1.07,33.33,50.0,0.27,15.0,2.0,2.0,Mexico Liga MX Apertura,3.0
David Ramírez,0.0,0.0,0.39,0.22,0.06,0.5,0.0,0.39,0.0,20.67,87.1,5.06,55.56,0.39,46.67,49.15,0.17,18.0,2.0,2.0,Mexico Liga MX Apertura,3.0
