#,Team,Name,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past
394,,Antonis Dentakis,1.1,0.8,0,0.8,0,0.6
395,,Konstantinos Kotsopoulos,0,0.11,0,0,0,0.33
396,,Jean-Baptiste Leo,0.25,0,0,0,0,0
397,,Abdul Rahman Weiss,0.91,0.64,0,0.82,0,0.36
398,,Federico Milo,0.29,0.57,0,0.43,0,0.43
399,,Mesaque Dju,0.3,0.3,0,0.2,0,0.2
400,,Konrad de la Fuente,0.33,0.33,0,0,0,0
401,,Kyriakos Kivrakidis,1,2.67,0.33,1.33,0,0
402,,Paris Babis,1,0.6,0,0,0,0
403,,Theodoros Tsirigotis,0,0,0,0.25,0,0
404,,Matic Kotnik,0,0,0.2,0.4,0,0
405,,Christos Voutsas,0,0,0,0,0,0
406,,Andrei Radu,0.5,0.5,0,0,0,0.5
407,,Thanasis Triantafyllou,0,0,0,2,0,1
408,,Juan Domínguez,0.44,0.11,0,0.11,0,0.44
409,,Harouna Sy,0.87,0.47,0.07,0.8,0,0
410,,Jerson Cabral,0.14,0.14,0,0.14,0,0.29
411,,Gustavo Marmentini,0,0,0,0,0,0
412,,Sonny Stevens,0,0,0,0,0,0
413,,Ivan Varone,0,0,0,0,0,0
414,,Theodoros Vasilakakis,0,0,0,0,0,0
415,,Alexander Fransson,0,0,0,0,0,0
416,,Xavier,0,0,0,0,0,0
417,,Iason Kyrkos,0.5,0,0,0,0,0
418,,Konstantinos Tsirigotis,1,0.67,0,2.67,0,0.33
419,,Simo Roumpoulakou,1.2,0.8,0,1.8,0,0.2
420,,Antonis Oikonomopoulos,0,0.2,0,1,0,0.2
421,,Marios Vichos,0.89,0.83,0,1.5,0,0.22
422,,Athanasios Garavelis,0,0,0,0.2,0.1,0
423,,Filip Sachpekidis,0.4,0.1,0,0,0,0
424,,Jérôme Prior,0,0,0,0,0,0
425,,Kévin Soni,0,0,0,0,0,0
426,,Rafail Sgouros,0,0,0,0.2,0,0
427,,Louis Poznański,1.67,1.33,0,2.67,0,1
428,,Giorgos Saramantas,0.44,0.22,0,0.67,0,0
429,,Ismahila Ouédraogo,0,2,0,0,0,0
430,,Afeez Nosiru,0.5,0.5,0,1.5,0,1
431,,Vasilios Poghosyan,0,0.5,0,0,0,0
432,,Panagiotis Avgerinos,0,0,0,0.33,0,0
433,,Antonis Stergiakis,0,0,0.2,0.6,0.4,0
434,,Vangelis Nikolaou,0,0,0,0,0,0
435,,Vangelis Kontogiannis,0,0,0.5,0,0,0
