#,Team,Name,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past
417,,Josh Tymon,0.89,0.57,0,0.93,0,0.36
418,,Wes Harding,1.14,1.26,0.05,2.47,0,0.49
419,,Jewison Bennette,0.6,0.2,0,0,0,0.4
420,,Marc Albrighton,0.88,0.29,0,0.59,0,0.59
421,,Jayden Bogle,1.25,0.65,0,0.75,0,0.5
422,,Callum Brittain,2.04,0.52,0,1.37,0,0.52
423,,Yakou Méïté,0.56,0,0,0.63,0,0.15
424,,Taylor Gardner-Hickman,1.26,0.42,0,0.65,0.03,0.35
425,,Hannibal Mejbri,1.32,0.71,0,0.34,0,0.61
426,,Benjamin Tetteh,0.73,0.33,0,0.93,0,0.47
427,,Ben Jackson,1.16,0.53,0,1.47,0,0.58
428,,Jake Livermore,0.76,0.82,0,0.35,0,0.35
429,,Sam McCallum,1.43,1.17,0,1.26,0,0.74
430,,Joe Lumley,0.07,0,0.02,0.9,0.02,0.12
431,,Jordan Amissah,0,0,0,0,0,0
432,,Jonathan Tomkinson,0,0,0,5,0,0
433,,Coniah Boyce-Clarke,0,0,0,2,0,0
434,,Vontae Daley-Campbell,1,0,0,4,0,0
