#,Team,Name,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box
378,,Mathieu Choinière,0,0,0,0,0.74,0.07
379,,Ronaldo Cisneros,0,0,0,0,0.89,0.18
380,,Erik Holt,0,0.2,0,0,0.6,0.1
381,,Jack Skahan,0,0,0,0,0.3,0.1
382,,Wilder Cartagena,0,0,0,0,0.63,0
383,,Gedion Zelalem,0,0,0,0,0.36,0
384,,David Ayala,0,0,0,0,0.67,0.19
385,,Héber,0,0.06,0,0,0.63,0.09
386,,Harrison Afful,0,0.14,0,0,0.62,0.14
387,,Robert Taylor,0,0.03,0,0,1.26,0.09
388,,Bobby Wood,0,0.07,0,0,0.93,0.14
389,,Nuno Santos,0,0,0,0,0.5,0.25
390,,Robert Voloder,0,0.17,0,0,1,0.08
391,,Themi Antonoglou,0,0,0,0,0.5,0
392,,Nacho Gil,0,0,0,0,0.25,0.25
393,,Eddie Segura,0,0.07,0,0,0.6,0.2
394,,Josh Atencio,0,0,0,0,0.56,0.17
395,,Matías Vera,0,0.07,0,0,1.36,0.11
396,,Ariel Lassiter,0,0,0,0,0.87,0.13
397,,Joseph Rosales,0,0,0,0,0.72,0.04
398,,William Sands,0,0.08,0,0,0.67,0.17
399,,Elias Manoel,0,0,0,0,0.86,0
400,,Brad Guzan,2,0.14,0.14,0,1.14,0.14
401,,Haris Medunjanin,0,0,0,0,0.45,0.1
402,,Adam Armour,0,0,0,0,0.4,0
403,,Memo Rodríguez,0,0,0,0,0.77,0.03
404,,Matías Pellegrini,0,0,0,0,0.33,0
405,,Kosi Thompson,0,0.04,0,0,1.21,0.21
406,,Jackson Yueill,0,0.06,0,0,1.65,0.32
407,,Patryk Klimala,0,0,0,0,0.41,0.17
408,,Auston Trusty,0,0.31,0,0,1.38,0.13
409,,Judson,0,0,0,0,0.81,0.38
410,,Chris Mavinga,0,0.05,0,0,1.53,0.26
411,,Ryan Hollingshead,0,0.12,0,0,0.88,0.12
412,,Tsiki Ntsabeleng,0,0,0,0,0.26,0.19
413,,Omir Fernandez,0,0.04,0,0,0.39,0.14
414,,Ryan Sailor,0,0.09,0,0,1.09,0.09
415,,Bryce Duke,0,0.03,0,0,0.69,0.07
416,,Sergio Ruiz Alonso,0,0,0,0,0.44,0
417,,Alvas Powell,0,0.07,0,0,1.1,0.2
418,,Zach Ryan,0,0,0,0,0.17,0
419,,Nicolás Mezquida,0,0,0,0,0.22,0
420,,James Igbekeme,0,0.09,0,0,0.43,0
421,,Nkosi Tafari,0,0.04,0,0,0.63,0.19
422,,Quentin Westberg,3.7,0,0.2,0.1,2.1,0.3
423,,Alec Kann,3,0.14,0.43,0.14,1.86,0.14
424,,Caleb Wiley,0,0,0,0,0.92,0.19
425,,Rodrigo Schlegel,0,0.2,0,0,1.17,0.27
426,,Luís Martins,0,0.08,0,0,0.33,0.08
427,,Ola Kamara,0,0,0,0,1.13,0.13
428,,Carlos Salcedo,0,0,0,0,1.77,0.23
429,,Brian Rodríguez,0,0.07,0,0,0.5,0
430,,Lukas MacNaughton,0,0.08,0,0,1.16,0.2
431,,Eric Remedi,0,0,0,0,1.16,0.12
432,,Darwin Cerén,0,0.11,0,0,0.67,0.04
433,,Raheem Edwards,0,0.19,0,0,1.06,0.16
